,Var1
271-1,13.104288501955747
272-1,14.830694708960795
273-1,6.9190332168827489
274-1,9.0326429703489453
275-1,7.0471101029809082
276-1,6.0746389784818211
277-1,10.726895939862777
278-1,8.300079605839354
279-1,5.6582055909878077
280-1,9.7842597256074804
281-1,8.6432443729100203
282-1,10.164970406468917
283-1,6.325264363839894
284-1,9.9014685460379575
285-1,7.3005205957822152
286-1,7.2583052451404813
287-1,7.3476505214820644
288-1,5.5585822525465591
289-1,8.6780952549594481
290-1,9.7891379914876584
291-1,9.6597425213039685
292-1,9.8249998845297082
293-1,6.5811598477972995
294-1,9.312274398510068
295-1,6.8838506168548932
296-1,8.0740540216183394
297-1,14.543172826155997
298-1,8.7097780952489412
299-1,12.219446812884197
300-1,8.0770772805952351
301-1,8.7264544483363338
302-1,8.9064128412326209
303-1,10.623054660650263
304-1,6.443041952453572
305-1,13.122280126726976
306-1,8.9142781668019193
307-1,9.9353931538084481
308-1,9.6173525416725365
309-1,8.0222614129455074
310-1,13.121265992414862
311-1,10.120837899088084
312-1,12.508565819015452
313-1,7.6119966733806672
314-1,4.4184954118287187
315-1,2.5048509084764778
316-1,5.0009157874133106
317-1,5.242641158249552
318-1,6.1027462316333594
319-1,6.4320164723590834
320-1,5.4481978950274135
321-1,3.9965364362867115
322-1,2.9075945534979986
323-1,3.7213916492760855
324-1,7.409395271233767
325-1,6.6718250165005877
326-1,5.6956572183497958
327-1,5.1613721737443257
328-1,6.4494984007710707
329-1,10.122575068671116
330-1,5.3194943388868481
331-1,5.3668368139511138
332-1,16.135946728742891
333-1,11.353367241856819
334-1,6.9799372453747042
335-1,29.880126364944221
336-1,5.0325195667707323
337-1,10.759146435683027
338-1,7.9817118691658449
339-1,7.1060444785143035
340-1,8.7923845855671328
341-1,9.9617877710675806
342-1,9.9951796031817146
343-1,8.6836084449253956
344-1,6.9340008710724321
345-1,8.5445516697505326
346-1,5.1973129097130073
347-1,5.5998047771080879
348-1,9.2897082743550463
349-1,5.0898652178833146
350-1,2.9963092591941121
351-1,5.1043904427755553
352-1,8.5406647228323695
353-1,12.279269925150729
354-1,7.7285197189402126
355-1,4.2205052936312155
356-1,6.5208055244413829
357-1,5.8961929517512059
358-1,2.9020517913838497
359-1,3.9378996729987827
360-1,5.607056008760849
361-1,4.0768171727677007
362-1,3.3900375648077423
363-1,7.1407714277151095
364-1,6.0403551993130353
365-1,5.2365284193193702
366-1,6.0338192587182036
367-1,3.5700161833437591
368-1,6.8231456738071872
369-1,4.3894195912008351
370-1,4.7983829633161985
371-1,5.2012905512769017
372-1,6.8876415148532946
373-1,5.3837575600406851
374-1,5.084019662034958
375-1,5.7986774440153415
376-1,6.1119623746076268
377-1,7.1588782230546872
378-1,5.2444809216791048
379-1,4.3338797888441114
380-1,4.2308752509868119
381-1,3.686217560056114
382-1,3.2084261225493207
383-1,6.5824997916855725
384-1,5.9850382239310314
385-1,5.8871612591342366
386-1,5.2656955650655428
387-1,3.860342855526413
388-1,3.082764143695456
389-1,4.368708007469583
390-1,2.1137137334611373
391-1,4.657827738310341
392-1,19.31441345079924
393-1,8.4468997306764066
394-1,2.6208887548699686
395-1,4.9702673972473335
396-1,4.8755094572398612
397-1,3.4908411016039795
398-1,2.5656053354771529
399-1,2.4406484335738123
400-1,5.575841819969507
401-1,2.9382682800449684
402-1,4.8717278675939699
403-1,3.1541215086553951
404-1,2.8170237434053464
405-1,4.2525249464390384
406-1,2.32845502914512
407-1,5.7354052349315321
408-1,3.7640511196269144
409-1,2.5516681268029826
410-1,5.113290134990212
411-1,1.5649213349505882
412-1,2.2853873456111895
413-1,1.8249511946392314
414-1,2.0442439407966928
415-1,3.795343683035195
416-1,2.8767313917383754
417-1,2.7950544986255155
418-1,2.8420880818411334
419-1,1.4945380257524594
420-1,1.8026343116842016
421-1,4.9841064497991265
422-1,3.5091012574531737
423-1,3.3028472670401179
424-1,2.7135213741842703
425-1,1.5402026458621008
426-1,6.4401256739331059
427-1,1.9262021099042081
428-1,2.4334259674636805
429-1,3.4676540349798879
430-1,3.3041538281132432
431-1,1.8546235505933122
432-1,4.6255515954505286
433-1,2.2462829640278468
434-1,2.7082277556335899
435-1,1.1779944910532849
436-1,1.7976422583199485
437-1,4.1223901419088813
438-1,4.0294522350976241
439-1,1.9822669050724235
440-1,2.2494196883235404
441-1,4.1611103749985965
442-1,2.9912853339012608
443-1,1.9090077602949518
444-1,2.1452833319125113
445-1,2.5948941430941463
446-1,3.291133437559544
447-1,2.8599652978357599
448-1,2.9824643960376784
449-1,1.6423154896318846
450-1,2.2100065148400154
451-1,2.0384071345893733
452-1,1.2664387815663651
453-1,2.8229949237387055
454-1,2.2574196944849092
455-1,2.3690232405175204
456-1,3.0610381523167214
457-1,3.5325206787599823
458-1,3.2634543090232837
459-1,2.9677945312800542
460-1,4.6939870778842554
461-1,3.698963172863754
462-1,4.147241125228172
463-1,5.1471315422254715
464-1,9.9548216191926464
465-1,5.4775150952019356
466-1,3.8696985227326253
467-1,5.6130767772194714
468-1,5.6600671200914334
469-1,2.4190263865181065
470-1,3.3750844227656107
471-1,1.5257985518849568
472-1,2.8780332308160244
473-1,1.1534104960045886
474-1,1.2524999296442043
475-1,1.4692440028188596
476-1,1.7666606595163654
477-1,2.6770227060108756
478-1,2.9618737708528071
479-1,0.79622404654163825
480-1,2.3412259116456799
481-1,1.0699292054044356
482-1,3.3330872673288816
483-1,2.420802968406206
484-1,0.81951571363310016
485-1,1.0710370839833947
486-1,1.6266495276435775
487-1,4.8568939827949267
488-1,1.9996106098655841
489-1,2.2663642152642169
490-1,2.0272691322943772
491-1,3.1888595887145414
492-1,2.6440707077599823
493-1,1.2610367661414446
494-1,1.3849593985995077
495-1,1.482711558428103
496-1,2.2269213362784011
497-1,5.1140453177139182
498-1,2.6094042935007558
499-1,1.8001422624689543
500-1,1.8770996500256274
501-1,0.87301388433966687
502-1,1.2616337924572183
503-1,1.0872257154811258
504-1,0.95546604454607686
505-1,0.82449020482839674
506-1,1.7620502627385368
507-1,2.4329478507241986
508-1,1.5444200671153965
509-1,1.8378220607810507
510-1,2.1867328481194086
511-1,1.2591477907890622
512-1,3.8755981191799584
513-1,2.2640697311609981
514-1,1.3681521473640992
515-1,3.108654030434749
516-1,3.0291890127107526
517-1,4.4395452696984847
518-1,5.9281867805809174
519-1,3.8377150025180806
520-1,2.6865642958917686
521-1,2.768432797359329
522-1,1.3467405038011886
523-1,4.6063839674967699
524-1,4.3017659896729468
525-1,2.6613134784772567
526-1,3.3208997213330953
527-1,1.8295880896254526
528-1,3.8910417180890176
529-1,7.1019044150930659
530-1,2.9285375578460586
531-1,2.7931037477221432
532-1,1.7979253901721253
533-1,1.8409245401489565
534-1,1.1728080846265792
535-1,1.785049662151204
536-1,1.8538121886694141
537-1,0.75657880539931444
538-1,0.81006155421164971
539-1,2.0037296727550085
540-1,1.9772027278627211
541-1,1.182671183523363
542-1,1.8752080447702322
543-1,0.91106315636498569
544-1,1.5913958893966773
545-1,1.1476622585253373
546-1,1.0175775247190835
547-1,1.222599962900945
548-1,0.76508047826318981
549-1,1.11123432299049
550-1,1.8067123225877053
551-1,1.3525309767737597
552-1,1.275193579517788
553-1,1.2004211449743394
554-1,1.5945058451810297
555-1,3.3845956553699086
556-1,1.4025738058509911
557-1,1.629773801389389
558-1,0.94291425219758573
559-1,2.3544772925744439
560-1,1.4125114421397273
561-1,3.3477937831717579
562-1,2.7769979968840177
563-1,1.1727155853670854
564-1,1.4005757172481699
565-1,1.1164606486293849
566-1,1.6342279920493024
567-1,1.3829955300136716
568-1,1.0218417592141125
569-1,1.626271149851956
570-1,2.2487382260935478
571-1,1.0403052076053294
572-1,1.4427244758547921
573-1,1.4371393594402673
574-1,1.171195389969335
575-1,0.94737070935492895
576-1,1.6082687135891642
577-1,3.6606530225512328
578-1,1.68802383545295
579-1,2.5958444946928578
580-1,2.1637507700614007
581-1,5.0387539198741491
582-1,2.3849138073494571
583-1,2.4238214830917557
584-1,2.4668290758800535
585-1,2.6669427241882042
586-1,1.1355186628159268
587-1,2.1607871587282848
588-1,2.1937765893488819
589-1,3.7569604452341756
590-1,5.6892724210189529
591-1,27.714002223349425
592-1,17.60517794643291
593-1,4.4905666214000979
594-1,4.599365652868264
595-1,1.5487920498469809
596-1,3.273955394134084
597-1,4.2989326902021716
598-1,5.6835116793917013
599-1,4.1879317746701394
600-1,7.4354262252578298
601-1,6.1035543959751593
602-1,6.8602141528527882
603-1,2.9508098678515506
604-1,6.5774930959199258
605-1,3.6464275204240253
606-1,2.7499361889542269
607-1,3.422903543929062
608-1,3.1774879128832545
609-1,2.7751284926743569
610-1,2.2052837325616292
611-1,2.7699081926608091
612-1,3.8631745816543739
613-1,5.5428751450784723
614-1,3.1807947028933348
615-1,2.1694309030644385
616-1,2.5587171641045883
617-1,1.941677099499429
618-1,1.0874126085480247
619-1,2.1152723364525872
620-1,1.5041937051474805
621-1,1.4001397113604297
622-1,1.4798338736617782
623-1,2.7805278901234107
624-1,3.8025965338023533
625-1,3.8647784877948501
626-1,3.3827168889733645
627-1,1.7497056564864029
628-1,5.412678092845665
629-1,3.7854267067970149
630-1,6.3136770568527316
631-1,3.3578416776201325
632-1,3.1770837035666495
633-1,3.2119290375122573
634-1,1.9194734694670799
635-1,1.8657788188556794
636-1,2.4234249103999179
637-1,1.5587490448871157
638-1,1.3989253011715674
639-1,2.6058538271392018
640-1,3.2304032854265663
641-1,2.2724662060415461
642-1,4.2908788055450984
643-1,4.6862888031870185
644-1,8.8508017446435723
645-1,2.4162089886841112
646-1,1.2988668801148244
647-1,1.8744748745255757
648-1,1.3778043157055528
649-1,2.1739062248441372
650-1,3.7393195462771152
651-1,1.5178925792175217
652-1,1.2467126251109271
653-1,1.2996220544708443
654-1,1.0639061751677905
655-1,1.7468777381097489
656-1,1.9991276538627447
657-1,1.4158576268682674
658-1,2.6047551262842457
659-1,1.3089622340701088
660-1,0.73449163118911442
661-1,1.1083002225592598
662-1,2.0152910934821024
663-1,1.9977502535805269
664-1,2.9250544593157644
665-1,2.309924076470101
666-1,1.4454427252059017
667-1,3.1188782775699955
668-1,2.7503181701240251
669-1,2.0973322752155901
670-1,3.2569371852466968
671-1,1.5350671681113208
672-1,3.0399444307394181
673-1,2.422499981446093
674-1,1.4677059948638869
675-1,1.5409971617523777
676-1,1.2477224982096429
677-1,1.1207475584147406
678-1,1.6020324182332601
679-1,1.5654619584295189
680-1,1.473301332582633
681-1,1.7040512594265722
682-1,1.0224505435134208
683-1,1.2176276117310465
684-1,0.85089531722877809
685-1,1.0106554925769822
686-1,1.5995240467397509
687-1,2.0269701199277139
688-1,1.4361114736539955
689-1,1.9664912421320833
690-1,0.76868292056557808
691-1,1.7062974669547988
692-1,1.4894696967034073
693-1,2.7517142718005037
694-1,1.906024136339336
695-1,2.0365537359958159
696-1,1.2840578952392609
697-1,1.4846998716665925
698-1,1.1727617231303982
699-1,1.6043620044759344
700-1,2.1859902339500685
701-1,4.4304294784452978
702-1,1.3143295810964191
703-1,1.7350885006777694
704-1,1.2152459597793661
705-1,1.205390364678427
706-1,1.9366619526405118
707-1,1.7099070514263568
708-1,2.1486698905293338
709-1,3.6008041287130554
710-1,1.389495528278917
711-1,1.4027165933482872
712-1,1.6531628107633398
713-1,1.0824466930735503
714-1,1.6033211398861684
715-1,2.0365773487355354
716-1,1.5160509153399142
717-1,2.6061150283848797
718-1,2.0673293432730233
719-1,2.9634146525329679
720-1,1.8628967276606521
721-1,1.5835558483579502
722-1,2.6587595852540513
723-1,2.0464090733461138
724-1,1.9758632464910122
725-1,1.7599561431078392
726-1,2.1542704200593064
727-1,2.1378918826982187
728-1,1.8376869877952973
729-1,1.2110975302442197
730-1,2.1698447239953644
731-1,1.6621798078206076
732-1,1.6161962347757868
733-1,0.56005840195002166
734-1,2.6097552335368372
735-1,2.2254103871195574
736-1,2.6177704503856725
737-1,3.8840529302872673
738-1,2.1730503194773672
739-1,1.0063880726666607
740-1,1.27752375189524
741-1,1.4218182006954265
742-1,1.2332594241428989
743-1,1.7852693297627047
744-1,1.8897054668866009
745-1,1.4099703242258237
746-1,1.4465559717783445
747-1,1.6641561473988076
748-1,0.95815040029876009
749-1,1.4585771510651158
750-1,1.2705010425603043
751-1,0.72710482419075517
752-1,0.72742450115883783
753-1,0.97386113567167132
754-1,0.80386672255908254
755-1,0.46105511705649554
756-1,0.62254723569753556
757-1,0.97724393317837133
758-1,1.9354484796675384
759-1,1.1876353629722176
760-1,1.7733168124382699
761-1,1.0213697643622259
762-1,3.3433737828338157
763-1,1.9945697142276231
764-1,1.7527528178253764
765-1,1.9728128078049449
766-1,0.71353288279973037
767-1,1.0054061941160335
768-1,0.94584019385232976
769-1,1.3708984695408293
770-1,1.7257477435289581
771-1,0.97080937426985403
772-1,1.1791166872516732
773-1,1.7655797019610679
774-1,2.3992528906474098
775-1,4.16101441345974
776-1,2.9113484963697807
777-1,3.9028315073023676
778-1,1.4213934969992041
779-1,1.1694741767273562
780-1,1.5729362358641408
781-1,2.1276865380987422
782-1,1.1580207417689929
783-1,1.076537538532705
784-1,1.1523234821502475
785-1,0.73975454130850737
786-1,1.1254973501308958
787-1,2.2057397106663212
788-1,1.2760596387021832
789-1,1.5562183106646759
790-1,0.93818593964253549
791-1,1.581825343784925
792-1,1.8148993771604387
793-1,4.0398226976229088
794-1,3.7663980785278182
795-1,1.9244373025910488
796-1,1.8460612244088035
797-1,3.774858105394796
798-1,1.4641338433021067
799-1,1.1735034671101068
800-1,2.2387906919555629
801-1,6.3372934514387156
802-1,1.1161935212114198
803-1,2.514104316208007
804-1,6.637765444063521
805-1,3.9197577798086605
806-1,2.6622997381499265
807-1,3.7341620788886427
808-1,3.338270869558003
809-1,1.8717156812595621
810-1,2.4946733526532561
811-1,0.82709552177055323
812-1,1.6014263637924917
813-1,2.9320255577633505
814-1,3.6582296903232763
815-1,2.076499128066938
816-1,1.6124216040845654
817-1,2.8801355601778522
818-1,1.0048216781298775
819-1,1.0239164657617019
820-1,1.0070188721984734
821-1,1.0159628199315736
822-1,1.5360384517861161
823-1,1.611400686042149
824-1,2.3466247532886513
825-1,2.1310053335880843
826-1,2.1753007986268664
827-1,3.2909641991668508
828-1,1.3294090901070805
829-1,2.4497567407284233
830-1,1.5726496263154179
831-1,2.7285481078522604
832-1,1.1740735235675726
833-1,1.2317895167183852
834-1,1.0670504216399359
835-1,0.51715852868651879
836-1,2.9096045614589872
837-1,2.1595700317509876
838-1,8.0398688448592264
839-1,1.7355952727373296
840-1,2.9193141122900936
841-1,0.97229543165191901
842-1,1.8699707078819578
843-1,1.8122062851564789
844-1,2.7314321684010929
845-1,0.95841415946729025
846-1,0.5805734401660404
847-1,1.3214708559391681
848-1,1.3375930540642533
849-1,1.1414229930550042
850-1,0.77476961462905602
851-1,1.2771503827641739
852-1,1.7739933571294046
853-1,1.9591447929786916
854-1,1.454988087081341
855-1,1.7408681864532605
856-1,0.85616028845940895
857-1,1.1369670363192006
858-1,0.83824023027118344
859-1,0.49513906779855893
860-1,0.68188976170433846
861-1,0.93844629292312398
862-1,1.7361837364815278
863-1,1.6026759551697503
864-1,2.1147966434524066
865-1,0.76961818853750907
866-1,1.4037056708534055
867-1,0.60988133058839877
868-1,1.2522628537903999
869-1,1.3849707399926867
870-1,1.1201148500649434
871-1,1.5469103640004285
872-1,1.4715446951338433
873-1,1.1788608278260402
874-1,1.1110677630535761
875-1,1.141928289552173
876-1,1.0351741060944963
877-1,4.1789744454428934
878-1,1.6158437227323388
879-1,0.88753952027324701
880-1,1.0129581313576901
881-1,1.1700993994476827
882-1,0.83790281842997971
883-1,1.0365918033278256
884-1,1.3265770622964572
885-1,1.2167333956640052
886-1,2.0933531977107673
887-1,1.1550517297926495
888-1,1.4318998114168953
889-1,2.2139674331498114
890-1,1.7039081935873492
891-1,2.4325622630287169
892-1,1.5594745967070986
893-1,1.6838452016118319
894-1,0.6792127468928173
895-1,2.1774778817253471
896-1,1.1383982829591275
897-1,1.2972526337380688
898-1,0.80092878781733279
899-1,1.3834845296325062
900-1,2.9114190636220063
901-1,3.1934754987173486
902-1,13.032015236981529
903-1,3.1267691744363884
904-1,2.1606544501069207
905-1,5.425128558471223
906-1,3.5226069854107704
907-1,15.861466688564409
908-1,11.759362947528917
909-1,25.680139560323688
910-1,10.37087846914851
911-1,7.489542507524094
912-1,5.5652392162946906
913-1,1.5504539372792385
914-1,3.2667770010101105
915-1,3.572840406798381
916-1,10.573107481388417
917-1,8.0151879261299683
918-1,5.4053770806412569
919-1,4.1786674708892075
920-1,4.2167131967138571
921-1,6.1936915870804343
922-1,6.5484821223719063
923-1,1.9285641229622958
924-1,2.7255205476115814
925-1,4.1610141503005096
926-1,2.2085878112431456
927-1,1.9661073533292646
928-1,4.4833291371881598
929-1,2.0215152380422099
930-1,4.5175752413836641
931-1,4.7529705453456952
932-1,6.9503364403246302
933-1,4.0022321078738496
934-1,2.9871009279560461
935-1,2.2494001836091586
936-1,2.2479292357765335
937-1,3.3694389361431742
938-1,4.2973245762770818
939-1,4.149686852037421
940-1,11.535669029136738
941-1,6.636350926427566
942-1,6.4088844994527436
943-1,3.8180834003203219
944-1,4.6033727776541697
945-1,9.8809429454825146
946-1,8.546217698185103
947-1,8.3439626561856937
948-1,11.639349801660508
949-1,6.2997757903903695
950-1,4.646843496052484
951-1,6.9601549094456621
952-1,4.5363437905034969
953-1,3.1609443001056974
954-1,2.5397627109464915
955-1,3.8607607634668502
956-1,1.6451370302429356
957-1,3.0218665137698251
958-1,5.0481738391269868
959-1,3.8423449278418289
960-1,4.0572210754606619
961-1,2.8289250961702099
962-1,2.3440361705865591
963-1,2.8837703006476252
964-1,4.2346668159187857
965-1,4.3528304579965598
966-1,2.5159530399651842
967-1,2.4450263019340133
968-1,5.145549831349161
969-1,2.356473065317394
970-1,2.3993086931469279
971-1,6.7397528913468987
972-1,2.0664057382302352
973-1,3.3974475437282612
974-1,3.081521692088518
975-1,2.681291432345823
976-1,1.145180341081697
977-1,1.9331113848161554
978-1,1.795580781430365
979-1,2.2447711780652289
980-1,3.4340455445434754
981-1,1.3094863959333471
982-1,2.245236750861618
983-1,3.1132962072213788
984-1,2.4848786648549313
985-1,1.4719778243624899
986-1,1.8536347747712023
987-1,2.6269886924071582
988-1,1.3691292907292389
989-1,1.4281651173926329
990-1,1.1957286395993654
991-1,0.68570120967150994
992-1,1.8568187036376675
993-1,1.2530201700646717
994-1,2.0229822294073898
995-1,2.3668388390941684
996-1,1.4963353509956527
997-1,3.6010884285333358
998-1,3.0383540524781618
999-1,1.3559274029794204
1000-1,1.2866762820703836
1001-1,1.8362600534316156
1002-1,1.5763176585804031
1003-1,1.1984568824592903
1004-1,1.0738451589630977
1005-1,0.39779257133637319
1006-1,0.97637111570299007
1007-1,1.1960435947216996
1008-1,0.72548750491432246
1009-1,0.52857863094901658
1010-1,1.4455123651460204
1011-1,2.2245543351954584
1012-1,1.8651627210017299
1013-1,0.78832316327575525
1014-1,0.91518464801305111
1015-1,1.1457613733916556
1016-1,0.98597557509679368
1017-1,0.85506640239475262
1018-1,0.93644179796342619
1019-1,0.43682961459420439
1020-1,0.88201411482095993
1021-1,0.60459044373908644
1022-1,0.63178270927959956
1023-1,1.4494491158171272
1024-1,1.0237689856128607
1025-1,0.9997168053896921
1026-1,2.6020266007435122
1027-1,4.5473514555712633
1028-1,1.1527062104376371
1029-1,1.0191136455683687
1030-1,1.0295646699938192
1031-1,1.2882038150694415
1032-1,0.5359531422720416
1033-1,0.52984847444528593
1034-1,0.83309991302334163
1035-1,1.1021511726441915
1036-1,0.93562580046370636
1037-1,0.62159091569902736
1038-1,0.59697288861261955
1039-1,0.71489569208431658
1040-1,0.59234454359244848
1041-1,0.71616109568129971
1042-1,0.82524915658881592
1043-1,1.1391880135274302
1044-1,0.98280631254150652
1045-1,1.1033860933357762
1046-1,1.0456091511851162
1047-1,0.76032197753184605
1048-1,0.68400246291221078
1049-1,1.0567711929370593
1050-1,0.70949619651952278
1051-1,1.0494751301818066
1052-1,0.85047514225898857
1053-1,0.95440660155198875
1054-1,1.2989765224776859
1055-1,2.0742529981895506
1056-1,3.3304195304894684
1057-1,1.0525684435869127
1058-1,0.71766244088622466
1059-1,0.86303575374578712
1060-1,0.2754158155298011
1061-1,0.85437771142324559
1062-1,0.81883350165286384
1063-1,1.088906109073116
1064-1,0.73604423061729751
1065-1,2.0303521252588284
1066-1,1.6767344800968964
1067-1,1.0712636326304288
1068-1,0.60403214908528013
1069-1,0.72222008850457786
1070-1,1.1282058350547857
1071-1,0.62710660962311804
1072-1,0.82072995062877518
1073-1,1.2930757674045537
1074-1,1.2745904852223171
1075-1,0.67957441782458661
1076-1,0.67308836653316739
1077-1,1.9666535587137006
1078-1,0.98969447147566181
1079-1,1.2979775169712278
1080-1,2.0754041964886265
1081-1,2.8637404488190921
1082-1,2.4676940868966777
1083-1,2.3968750577771996
1084-1,2.7685950301357032
