,Var1
444-1,2.9609057629885331
445-1,3.2909842985257596
446-1,3.1258400160291533
447-1,3.1993235589166136
448-1,2.8378280528697508
449-1,1.8152840331002724
450-1,2.3316357561703018
451-1,4.3350435419841586
452-1,1.3916575836984295
453-1,2.960708697561278
454-1,2.3870073970807537
455-1,2.5310891722703497
456-1,2.9935767978532541
457-1,3.7141049328960052
458-1,3.8127985005025122
459-1,3.2965073036862318
460-1,5.1432931637312924
461-1,4.8230482389375213
462-1,5.7774438737414
463-1,5.8018214095532645
464-1,10.559427303320687
465-1,5.175517876709117
466-1,3.2736641492643739
467-1,4.95629569935923
468-1,6.7855269373187523
469-1,2.5539997259720906
470-1,3.6145599717704902
471-1,1.6340039805781632
472-1,2.6871029187845252
473-1,1.2652331311159344
474-1,1.3187637420784422
475-1,1.3866581854585243
476-1,1.6505422777560577
477-1,3.2271815813254912
478-1,3.155058140821545
479-1,1.2357109503827057
480-1,2.6842597848172334
481-1,1.1330826175094093
482-1,9.0166114543472133
483-1,3.4274037847685084
484-1,0.90635552797118202
485-1,1.2602424376060417
486-1,1.5535131033832381
487-1,4.5924532225684311
488-1,1.9442511413961832
489-1,2.1081871349106676
490-1,2.1159628765210226
491-1,3.9170217331625832
492-1,2.7923947853256634
493-1,1.6430595795481271
494-1,1.9085465681487688
495-1,1.8091888003646561
496-1,2.5101921272215191
497-1,11.185005938227212
498-1,2.7442308803124247
499-1,2.4870385218959359
500-1,1.8723676535060279
501-1,1.1532590374255758
502-1,1.6153470632258173
503-1,1.2736790030332299
504-1,1.0252179962869552
505-1,1.0442065646400731
506-1,1.733354940771012
507-1,2.4617823714914819
508-1,1.6501638118519777
509-1,1.7609306684590837
510-1,2.6968495603814837
511-1,1.6592652728455386
512-1,3.4930669685342757
513-1,2.3301603143285323
514-1,1.9174489450162999
515-1,3.0712665576199369
516-1,3.0653403277769895
517-1,5.1903151698076275
518-1,6.5286017058151993
519-1,4.2835055352783744
520-1,4.0622775131623499
521-1,3.1621966355034128
522-1,1.657633788204121
523-1,4.8136436551424682
524-1,3.8750473413536821
525-1,3.0796201239119507
526-1,3.7387816835352057
527-1,1.8600498029732691
528-1,3.9483615402934746
529-1,7.3024268196155715
530-1,3.130092950668744
531-1,3.1794961939733324
532-1,1.9850534792558039
533-1,2.1011556933539688
534-1,1.2466496705200374
535-1,1.6579565866551558
536-1,1.8637367969531708
537-1,0.90012390539764797
538-1,1.1666643306905631
539-1,1.7203844181407291
540-1,2.1883494137004593
541-1,1.4283141695581509
542-1,5.112392107057314
543-1,1.3132807895387351
544-1,1.6698787932137111
545-1,1.1070290908048408
546-1,0.91120529440768061
547-1,1.5540437469524981
548-1,0.81085509357039942
549-1,1.6202819348076267
550-1,1.7367149318967245
551-1,1.6968807897571936
552-1,1.5454618869454273
553-1,1.4101978383627194
554-1,1.5442793035816342
555-1,8.0790124907486831
556-1,1.6850516892416345
557-1,1.972407300077661
558-1,1.485187023827778
559-1,3.0643109785337646
560-1,1.8215954817656876
561-1,2.7567132075815595
562-1,3.3790871100393609
563-1,1.1873242518632117
564-1,1.4723065021776958
565-1,1.2557913186101775
566-1,1.7912911200246833
567-1,1.4330856263921978
568-1,1.1142414512832375
569-1,1.5974484672861244
570-1,2.6790834117166584
571-1,1.4114573365867173
572-1,1.4324463649013399
573-1,1.2290101806100893
574-1,1.4626305138921192
575-1,1.3571661658375436
576-1,1.7876356666662978
577-1,3.5512459609080014
578-1,1.6167785577614877
579-1,2.4585848493543905
580-1,2.3957304164951423
581-1,5.9450376273602101
582-1,2.0752694058706598
583-1,2.1567429421670345
584-1,2.7057159529396482
585-1,2.6314610280957429
586-1,1.7599995083396403
587-1,2.1729109402846318
588-1,2.7440062735820838
589-1,5.6066598188056584
590-1,5.3858603172188086
591-1,27.264303142634052
592-1,17.248789068627538
593-1,15.61069873254319
594-1,4.3029575784476108
595-1,1.6813932895286574
596-1,4.3194470846077957
597-1,4.0343973821660226
598-1,6.6224873982035728
599-1,5.5206075892181072
600-1,6.498514969205532
601-1,9.0772602334714225
602-1,6.7351303737565296
603-1,2.848150555340458
604-1,8.0344279780639916
605-1,3.5662952843608111
606-1,3.1881644802067965
607-1,4.8519819791928152
608-1,3.5376531131027895
609-1,2.8853637363936828
610-1,3.1039834832842184
611-1,3.5892025816202811
612-1,4.3341158101661588
613-1,5.1379643450074948
614-1,4.029404899955332
615-1,2.6622286299112377
616-1,2.9089146225927491
617-1,1.9659064521365601
618-1,1.2874751714340777
619-1,2.1240865906400304
620-1,1.8494579855805855
621-1,1.6805950769731728
622-1,2.3181368283593793
623-1,2.7518187147447897
624-1,4.2414588781505778
625-1,3.9208511225740872
626-1,3.5044832867646543
627-1,4.2814547460053172
628-1,4.8980368064062452
629-1,3.7920385805105279
630-1,6.2738521882403191
631-1,3.4615587733915247
632-1,3.6418405245460534
633-1,3.3385737807502314
634-1,2.0579843981167123
635-1,2.1466509934909088
636-1,2.7263591860865901
637-1,1.8684019654168089
638-1,1.7705516769343654
639-1,2.5696943237450767
640-1,3.5339034061662415
641-1,3.417729420797238
642-1,3.8236708239006627
643-1,4.392739899877717
644-1,7.9862424755430874
645-1,2.9415331691618269
646-1,2.0650583415795958
647-1,2.6802196293656224
648-1,1.4884392956114214
649-1,2.4396802826379789
650-1,4.2524416379790528
651-1,1.62831310591617
652-1,1.4144645316663755
653-1,1.4183354419565186
654-1,1.2146621464748093
655-1,1.7625370994150236
656-1,2.1329154743348586
657-1,1.9169030373462288
658-1,3.682938604928073
659-1,1.8644361541573715
660-1,1.7113887140633988
661-1,1.1376270736929002
662-1,2.5431797412246917
663-1,2.8005003703964548
664-1,2.9664036950738115
665-1,2.0615801342814972
666-1,1.5091180182551143
667-1,3.4623853318187892
668-1,4.1594907179150598
669-1,2.3307860112961274
670-1,3.4492356315612187
671-1,1.7835841141688551
672-1,3.4955837913774843
673-1,2.919918010446402
674-1,2.7384013211982832
675-1,1.8203122764674557
676-1,1.4124934747392905
677-1,1.1432439475844047
678-1,1.5074092205682537
679-1,1.6654202187958027
680-1,1.4632274165693406
681-1,1.5297301905733205
682-1,1.4069821620866909
683-1,1.2339116003915318
684-1,1.2311337568294074
685-1,1.1081694609301678
686-1,1.5475570215868337
687-1,2.132816478799775
688-1,2.105321745957955
689-1,1.9695443075710468
690-1,0.74737657789970668
691-1,2.8037192032874043
692-1,1.491645429453728
693-1,2.8731193562195996
694-1,1.9821247666014115
695-1,2.0053569702086733
696-1,1.2704573530645771
697-1,1.4494738568770682
698-1,1.2484218885801948
699-1,1.8197540770319718
700-1,2.1969337065369907
701-1,4.7674945992504663
702-1,1.2478979180600216
703-1,2.9859911216829018
704-1,1.2743808679479167
705-1,1.3406659607493845
706-1,2.2025622743019495
707-1,1.8707497391658754
708-1,2.1146872412848454
709-1,3.406122736261338
710-1,1.3847228042845465
711-1,1.4464466350165075
712-1,1.683365339042318
713-1,1.6178775203615656
714-1,1.8192930432986507
715-1,2.0623221391415449
716-1,1.7627946366129967
717-1,3.0129531503565272
718-1,1.9952255306884239
719-1,3.0305769188590421
720-1,2.4080842742396746
721-1,2.1150933126749587
722-1,2.6406639390602047
723-1,2.1946248331761811
724-1,2.3205753085186438
725-1,3.1211894324170508
726-1,3.4348380571030956
727-1,2.0237479131950549
728-1,1.8517713859468659
729-1,1.2195195963348517
730-1,2.471828291944278
731-1,2.4046896485235205
732-1,1.9868370762122316
733-1,0.59473569739452514
734-1,2.4557802531284065
735-1,2.2139801812628139
736-1,3.0981757959713105
737-1,3.8526548267537759
738-1,2.2514808184875763
739-1,0.94075807853624493
740-1,1.2758106874241693
741-1,1.3120736868504224
742-1,1.5599986908479588
743-1,1.6764690352696978
744-1,1.9821150931275862
745-1,1.7174196955794325
746-1,1.5215145645621273
747-1,1.814846175499627
748-1,0.98988614016668142
749-1,1.2897224640389402
750-1,2.0331578068271696
751-1,0.82723848157663094
752-1,0.74067925079401886
753-1,1.0644302391889524
754-1,0.78791602024265084
755-1,0.59404314500595012
756-1,0.84693369354597969
757-1,1.2251765488889192
758-1,2.4614039044857638
759-1,1.3637635363890872
760-1,1.5625210091480757
761-1,1.0413773118011265
762-1,3.2876822497500262
763-1,1.9827333336171089
764-1,1.8339062033976272
765-1,2.3143242904088237
766-1,0.7045054451276529
767-1,1.1187412474829697
768-1,2.2494675529252404
769-1,2.4454237682103117
770-1,1.7007541462804685
771-1,1.0907102769496269
772-1,1.1168702376175965
773-1,2.0998318213700924
774-1,3.2857370575893081
775-1,4.6147115347445258
776-1,3.2009656332087961
777-1,4.0021968852439853
778-1,1.4663814271119631
779-1,1.052476112311582
780-1,1.60147309810112
781-1,1.8992986998421197
782-1,1.2108869729741913
783-1,1.1613333820514837
784-1,1.2277908345949915
785-1,0.77431579176754017
786-1,1.2283477029657812
787-1,2.4305667984395791
788-1,1.2875808394347998
789-1,1.3550246585379095
790-1,1.0344597619040801
791-1,1.663166767587315
792-1,1.7353971342795256
793-1,3.9737583738505315
794-1,3.7798854074512693
795-1,2.2505298081741807
796-1,2.4156085139111649
797-1,4.2360159060309126
798-1,1.6642767737698956
799-1,6.7360396260097541
800-1,2.2797821867038586
801-1,7.6271292456502167
802-1,1.3647193809522948
803-1,2.2860705514661768
804-1,7.653230175009945
805-1,4.3112909165167412
806-1,3.5058769172341022
807-1,4.2278291078015915
808-1,3.9491387369063089
809-1,2.3797150955776436
810-1,2.2516012825902969
811-1,1.0467365803926292
812-1,1.512472933050927
813-1,3.4862912027184052
814-1,3.5487180922846444
815-1,2.3163755835686635
816-1,1.7139778492396491
817-1,2.5828858454221999
818-1,1.5067455897115565
819-1,0.96096984621959392
820-1,1.1794296865806255
821-1,1.1317289045493002
822-1,1.8557527494832808
823-1,1.9344418133076489
824-1,2.3303467053383158
825-1,2.3011682252171854
826-1,2.0462005369575311
827-1,3.2215182367614146
828-1,1.6681170248368611
829-1,2.7599416363636875
830-1,1.5152077555865386
831-1,3.0616021281052572
832-1,1.2039850112791881
833-1,1.4835477378374915
834-1,1.1299535842356259
835-1,0.57352315116235886
836-1,2.5103837244555383
837-1,2.6063957588712832
838-1,7.6694587352710242
839-1,1.8583304226215651
840-1,2.5838035023129691
841-1,1.0585196057376012
842-1,2.3144738019654043
843-1,1.5499827202679328
844-1,4.7814624132351042
845-1,1.1640735353145344
846-1,0.62997222858655266
847-1,1.2668795458558308
848-1,1.4479420605051074
849-1,1.075521139924756
850-1,0.91118471391653011
851-1,1.4522208818232423
852-1,1.8399008066333273
853-1,1.7418410355683986
854-1,1.4827914972316014
855-1,1.7009422330393702
856-1,1.0389034014985579
857-1,1.0954560180878505
858-1,0.80853481561071294
859-1,0.57846434748126707
860-1,0.71989506769954748
861-1,1.0544042517825338
862-1,2.2310440565808465
863-1,1.5413834178030563
864-1,4.0885883575103739
865-1,1.1152971540302976
866-1,1.3796129644695994
867-1,0.75392345016982898
868-1,1.1898280261250733
869-1,1.4992180453002195
870-1,1.3156698831695979
871-1,2.2692644194932936
872-1,1.2825108537317822
873-1,1.3651666776673428
874-1,1.9272870102674682
875-1,1.6008474447022423
876-1,1.125090153650095
877-1,4.3721558292782872
878-1,1.9441056081327399
879-1,1.3402255753277039
880-1,1.4124649202961213
881-1,1.2479490878677846
882-1,0.7761412331942783
883-1,1.1301542370025086
884-1,1.4616401415251032
885-1,1.2122297732250771
886-1,2.0309390948659751
887-1,1.3545228765912467
888-1,1.5175203013132372
889-1,2.1506154410104275
890-1,2.7776108505902051
891-1,2.4733355442435205
892-1,1.6652002971974671
893-1,1.4808468822967911
894-1,1.512827142907494
895-1,2.1632132551482095
896-1,1.5409691214034635
897-1,1.4562653430522416
898-1,0.95018222507116035
899-1,1.3092172257276238
900-1,2.8938149384871008
901-1,4.0751137913449842
902-1,12.818801046675762
903-1,3.2245115775634998
904-1,1.892741108649914
905-1,6.0247018677279733
906-1,3.8754120952210247
907-1,17.310324042033173
908-1,12.54123838839692
909-1,22.996848106686215
910-1,10.472625497924328
911-1,9.4487015466252409
912-1,6.1911388902252682
913-1,1.8578127937829236
914-1,3.7152074991605692
915-1,3.6481908445044589
916-1,10.794050496965765
917-1,8.4799821691355675
918-1,5.3014368902837816
919-1,5.5536191263664128
920-1,4.1923854509804936
921-1,6.3638843989769072
922-1,5.4818150747006475
923-1,2.0712162995336185
924-1,2.7177998113765853
925-1,3.5787464059166836
926-1,2.9800674212595202
927-1,2.0372013147598551
928-1,4.3925900960897328
929-1,2.2715061069324731
930-1,4.9879039177889473
931-1,5.6337428816380237
932-1,6.1291682619960755
933-1,4.6806417429946148
934-1,3.019607140108906
935-1,2.5855079745027258
936-1,2.1616720223679087
937-1,3.377754295837311
938-1,4.3367688579637873
939-1,4.9055576155976812
940-1,14.200401481457796
941-1,5.762219680669185
942-1,6.9055688399840811
943-1,3.8938706312311022
944-1,5.3247703732489402
945-1,9.6864452733321347
946-1,8.1927325073722326
947-1,8.0684298995536636
948-1,10.848370887474218
949-1,7.4954100045451266
950-1,4.8045885064659437
951-1,6.362053920082432
952-1,6.5990243267213406
953-1,3.2365422435885498
954-1,3.2599283992797119
955-1,3.7544583247777976
956-1,1.7451072200256625
957-1,4.4841354636098787
958-1,5.5070887570470157
959-1,3.7865784201981998
960-1,4.262979457347372
961-1,3.0850329379210462
962-1,2.2256373373685268
963-1,3.0999393268881401
964-1,4.6300940618526392
965-1,4.3840067497439605
966-1,2.377007391510058
967-1,3.01730382033884
968-1,4.9230168979814382
969-1,2.3818421625190571
970-1,3.8967606625700433
971-1,6.5438319369853319
972-1,2.3626317407193564
973-1,3.4684480211858855
974-1,2.944835458787638
975-1,2.5882484504534511
976-1,1.223446088794063
977-1,2.1597619885980475
978-1,2.0262073471903017
979-1,2.0251090554727922
980-1,3.4522218375589575
981-1,1.2448888735650616
982-1,2.7177967436143478
983-1,2.7140159714187084
984-1,2.5769909038014633
985-1,1.784731056791925
986-1,1.8673565794496232
987-1,2.3871127917446868
988-1,1.6476678198036365
989-1,1.3849078598153264
990-1,1.1498565961707672
991-1,0.8648361743741374
992-1,1.7410946034215597
993-1,1.4280281845097818
994-1,2.1265732774970219
995-1,2.0554615474943092
996-1,1.4032511298085886
997-1,3.8027823542946901
998-1,2.8599484312101922
999-1,1.6727253886973725
1000-1,1.54317187286688
1001-1,2.2125628012078851
1002-1,2.2829654602447569
1003-1,1.2959065802269194
1004-1,0.95165686783804238
1005-1,0.48868158410393714
1006-1,1.1502489167910981
1007-1,1.7270910429608162
1008-1,0.63588857588777459
1009-1,0.56278409692938591
1010-1,1.6028769949348254
1011-1,3.1025034690911686
1012-1,1.7934903027746711
1013-1,0.80873079021284155
1014-1,0.83262736675262783
1015-1,1.4123420266953977
1016-1,1.2202367704089292
1017-1,0.95886636816889792
1018-1,0.90024099725286522
1019-1,0.53420746791380158
1020-1,0.85755889906211968
1021-1,0.57761660590675901
1022-1,0.60511696870350462
1023-1,1.4795663254513511
1024-1,0.92665563253932681
1025-1,1.0133195388673986
1026-1,3.2745987651115422
1027-1,4.555257678640996
1028-1,1.4025751435351683
1029-1,1.0018840026716871
1030-1,1.2566414175243719
1031-1,1.4240849149913868
1032-1,0.76552337849181518
1033-1,0.62549735035846565
1034-1,0.80201906686171798
1035-1,1.3056065511280528
1036-1,0.84490595429868054
1037-1,0.64232822726339067
1038-1,0.60417955056388661
1039-1,0.67871652634573909
1040-1,0.5915189486293726
1041-1,0.7720875479086583
1042-1,0.82383280177138407
1043-1,1.1175278768531467
1044-1,0.94138509072323329
1045-1,1.2640451502938845
1046-1,1.0876733221048314
1047-1,0.8789332661629089
1048-1,0.72810968031095613
1049-1,1.0986189266306694
1050-1,0.76435676584212009
1051-1,1.03846826164947
1052-1,0.79511481482235924
1053-1,1.0390169042432631
1054-1,1.6201056935716929
1055-1,2.1431904774971233
1056-1,2.8760219547623178
1057-1,0.96527066348703061
1058-1,0.66061736346863342
1059-1,1.0612097861455314
1060-1,0.30516442800054827
1061-1,0.91104732022034685
1062-1,0.80804767479913819
1063-1,1.1367102402265203
1064-1,0.70803152287110693
1065-1,2.5951286247414291
1066-1,1.4918058844426958
1067-1,1.0834686951481176
1068-1,0.60089987212900153
1069-1,0.69264548973268236
1070-1,1.2706953118458064
1071-1,0.70572256072027673
1072-1,0.83732788431983485
1073-1,1.3624259883506107
1074-1,1.136966120896733
1075-1,1.0556315483147423
1076-1,0.76652597474707873
1077-1,1.9398252975199723
1078-1,1.1197194686808407
1079-1,1.9538242385191413
1080-1,2.0763281830542697
1081-1,3.2298071419673571
1082-1,2.8275329889515097
1083-1,3.4246009228575804
1084-1,3.4939175710771364
1085-1,1.6248869632750844
1086-1,2.264887799102167
