Date,Open,High,Low,Close,Volume,Adj Close
2015-06-04,929.73999,930.21002,920.82001,922.15997,3200050000,922.15997
2015-06-03,927.57001,934.06,927.57001,930.12,3099980000,930.12
2015-06-02,927.59003,931.02002,922.25,927.16998,3049350000,927.16998
2015-06-01,926.65002,931.53003,924.38,928.15997,3011710000,928.15997
2015-05-29,932.40002,932.40002,925.16998,926.10999,3927390000,926.10999
2015-05-28,932.90002,933.15002,928.96997,932.52002,2980350000,932.52002
2015-05-27,924.82001,934.70001,924.82001,933.38,3127960000,933.38
2015-05-26,933.88,933.88,922.09003,924.54999,3342130000,924.54999
2015-05-22,936.64001,937.06,934.08002,934.08002,2571860000,934.08002
2015-05-21,934.29999,938.44,932.92999,936.79999,3070460000,936.79999
2015-05-20,935.32001,938.22998,932.60999,934.42999,3025880000,934.42999
2015-05-19,935.23999,937.42999,933.56,935.37,3296030000,935.37
2015-05-18,932.38,936.62,931.96997,935.20001,2888190000,935.20001
2015-05-15,933.14001,934.03998,930.87,933.12,3092080000,933.12
2015-05-14,923.04999,933.06,923.04999,932.89001,3225740000,932.89001
2015-05-13,922.46997,927.27002,921.29999,922.40997,3374260000,922.40997
2015-05-12,924.27002,925.25,916.15002,922.42999,000,922.42999
2015-05-11,930.54999,931.26001,924.96997,925.29999,2992670000,925.29999
2015-05-08,918.72998,931.09003,918.72998,930.69,3399440000,930.69
2015-05-07,913.48999,919.52002,911.33002,917.16998,3676640000,917.16998
2015-05-06,919.34998,922.72998,907.97998,913.65002,3792210000,913.65002
2015-05-05,928.06,929.09998,918.03998,918.53998,3793950000,918.53998
2015-05-04,926.98999,932.15002,926.98999,928.88,3091580000,928.88
2015-05-01,916.73999,926.09998,916.73999,926.09003,3379390000,926.09003
2015-04-30,925.60999,925.60999,912.78998,916.28998,4509680000,916.28998
2015-04-29,927.94,929.46002,921.96997,926.17999,4074970000,926.17999
2015-04-28,925.34998,929.76001,920.03998,928.85999,3546270000,928.85999
2015-04-27,929.12,932.65002,924.82001,925.59998,3438750000,925.59998
2015-04-24,924.45001,930.25,924.45001,928.53003,3375780000,928.53003
2015-04-23,922.72998,928.13,920.42999,924.58002,3636670000,924.58002
2015-04-22,917.56,923.89001,914.94,922.84998,3348480000,922.84998
2015-04-21,919.90002,923.08002,915.78998,917.04999,3243410000,917.04999
2015-04-20,910.91998,920.75,910.91998,919.14001,3000160000,919.14001
2015-04-17,919.85999,919.85999,905.90997,909.87,3627600000,909.87
2015-04-16,921.09003,923.84998,918.98999,920.72998,3434120000,920.72998
2015-04-15,917.08002,923.78003,917.08002,921.39001,4013760000,921.39001
2015-04-14,914.84003,917.88,910.69,916.21997,3301270000,916.21997
2015-04-13,918.77002,921.59998,914.71997,914.71997,2908420000,914.71997
2015-04-10,912.59003,919.15002,912.59003,918.66998,536200000,918.66998
2015-04-09,907.44,913.64001,904.59003,912.62,3172360000,912.62
2015-04-08,906.46002,910.96002,903.90002,907.58002,3265330000,907.58002
2015-04-07,907.14001,912.08002,906.09998,906.26001,3065510000,906.26001
2015-04-06,900.42999,910.10999,896.01001,907.01001,3302970000,907.01001
2015-04-02,898.28998,903.08002,897.12,901.09998,3095960000,901.09998
2015-04-01,902.10999,902.10999,893.22998,898.16998,3543270000,898.16998
2015-03-31,910.39001,910.39001,901.85999,901.98999,3376550000,901.98999
2015-03-30,901.51001,912.47998,901.51001,911.15002,2917690000,911.15002
2015-03-27,899.29999,901.79999,897.21997,900.19,3008550000,900.19
2015-03-26,901.29999,904.32001,894.58002,899.42999,3510670000,899.42999
2015-03-25,915.64001,917.78003,901.51001,901.51001,3521140000,901.51001
2015-03-24,921.16998,923.35999,915.72998,915.72998,3189820000,915.72998
2015-03-23,922.47998,925.65997,921.35999,921.37,3267960000,921.37
2015-03-20,915.25,926.03998,915.25,922.48999,5554120000,922.48999
2015-03-19,919.59998,919.72998,913.83002,914.82001,3305220000,914.82001
2015-03-18,909.07001,923.13,903.12,919.94,4128210000,919.94
2015-03-17,913.14001,913.14001,905.77002,909.58002,3221840000,909.58002
2015-03-16,902.17999,913.03998,902.17999,912.95001,3295600000,912.95001
2015-03-13,906.40002,906.46997,896.01001,901.48999,3498560000,901.48999
2015-03-12,896.34003,907.16998,896.29999,907.00,3405860000,907.00
2015-03-11,899.39001,901.85999,896.19,896.42999,3406570000,896.42999
2015-03-10,914.65002,914.65002,899.27002,899.27002,3668900000,899.27002
2015-03-09,912.58002,918.22998,912.29999,915.87,3349090000,915.87
2015-03-06,924.15997,924.15997,910.10999,912.00,3853570000,912.00
2015-03-05,924.14001,926.15997,921.77002,924.21997,3103030000,924.21997
2015-03-04,923.77002,925.35999,922.46997,924.14001,3421110000,924.14001
2015-03-03,931.20001,931.20001,923.46997,927.67999,3262300000,927.67999
2015-03-02,925.95001,931.75,925.59003,931.75,3409490000,931.75
2015-02-27,928.73999,929.39001,925.17999,925.46997,3547380000,925.46997
2015-02-26,929.27002,929.59998,925.42999,928.73999,3408690000,928.73999
2015-02-25,930.20001,931.88,927.47998,929.42999,3312340000,929.42999
2015-02-24,926.26001,931.39001,925.57001,930.21002,3199840000,930.21002
2015-02-23,926.48999,926.65997,923.09998,926.53003,3093680000,926.53003
2015-02-20,921.50,926.84998,915.67999,926.63,3281600000,926.63
2015-02-19,922.72998,923.40997,918.45001,921.34003,3247100000,921.34003
2015-02-18,924.57001,924.57001,920.58002,923.16998,3370020000,923.16998
2015-02-17,923.20001,925.10999,920.03998,924.97998,3361750000,924.97998
2015-02-13,919.82001,923.45001,919.04999,923.42999,3527450000,923.42999
2015-02-12,911.20001,919.69,911.20001,919.69,3788350000,919.69
2015-02-11,909.78998,913.04999,905.98999,910.97998,3596860000,910.97998
2015-02-10,901.82001,910.72998,901.70001,909.72998,3669850000,909.72998
2015-02-09,903.28003,904.97998,898.52002,900.71002,3549540000,900.71002
2015-02-06,905.95001,911.28998,901.62,904.06,4232970000,904.06
2015-02-05,897.63,906.45001,897.63,906.02002,3821990000,906.02002
2015-02-04,900.64001,903.17999,894.92999,897.12,4141920000,897.12
2015-02-03,888.76001,901.02002,888.76001,900.91998,4615900000,900.91998
2015-02-02,876.46997,888.51001,870.41998,888.31,4008330000,888.31
2015-01-30,886.17999,888.46997,875.09003,875.79999,4568650000,875.79999
2015-01-29,877.65002,888.02002,872.03998,886.35999,4127140000,886.35999
2015-01-28,890.02002,895.95001,877.44,877.46002,4067530000,877.46002
2015-01-27,899.28003,899.28003,885.46002,888.98999,3329810000,888.98999
2015-01-26,902.63,905.03998,898.41998,904.51001,3465760000,904.51001
2015-01-23,908.89001,908.96997,902.54999,903.14001,3573560000,903.14001
2015-01-22,895.65002,909.37,891.88,908.88,4176050000,908.88
2015-01-21,890.59003,897.58002,886.04999,894.50,3730070000,894.50
2015-01-20,890.33002,894.17999,883.22998,891.60999,3944340000,891.60999
2015-01-16,878.21997,890.28003,876.59998,889.79999,4056410000,889.79999
2015-01-15,888.33002,891.78998,877.69,878.33002,4276720000,878.33002
2015-01-14,890.97998,890.97998,877.44,887.35999,4378680000,887.35999
2015-01-13,896.66998,907.97998,886.35999,892.92999,4107300000,892.92999
2015-01-12,902.90997,904.92999,892.46997,895.23999,3456460000,895.23999
2015-01-09,910.69,911.09003,899.40002,902.13,3364140000,902.13
2015-01-08,895.73999,911.07001,895.73999,909.87,3934010000,909.87
2015-01-07,885.09998,895.62,885.09998,893.59998,3805480000,893.59998
2015-01-06,891.89001,895.66998,879.34003,883.96002,4460110000,883.96002
2015-01-05,905.57001,905.57001,889.82001,891.03998,3799120000,891.03998
2015-01-02,908.38,914.46002,902.70001,907.50,2708700000,907.50
2014-12-31,918.60999,919.90002,908.00,908.38,2606070000,908.38
2014-12-30,921.40997,921.40997,917.53003,918.12,2440280000,918.12
2014-12-29,922.09003,924.22998,920.81,922.19,2452360000,922.19
2014-12-26,920.35999,924.28998,920.35999,922.47998,1735230000,922.47998
2014-12-24,920.46002,922.21002,919.37,919.37,1416980000,919.37
2014-12-23,919.83002,922.16998,919.03998,919.96002,3043950000,919.96002
2014-12-22,914.19,918.78003,914.19,918.57001,3369520000,918.57001
2014-12-19,911.37,918.29999,910.14001,915.22998,6465530000,915.22998
2014-12-18,891.22998,911.52002,891.22998,911.51001,4703380000,911.51001
2014-12-17,872.03998,890.51001,872.03998,888.66998,4942370000,888.66998
2014-12-16,878.39001,892.26001,871.59998,871.67999,4958680000,871.67999
2014-12-15,886.92999,893.40997,876.73999,879.65997,4361990000,879.65997
2014-12-12,899.01001,899.90002,885.88,885.88,4157650000,885.88
2014-12-11,898.15997,910.95001,898.15997,901.19,3917950000,901.19
2014-12-10,911.66998,911.66998,896.58002,897.62,4114440000,897.62
2014-12-09,911.53998,912.17999,900.12,911.77002,3970150000,911.77002
2014-12-08,919.59003,919.59003,910.27002,912.97998,3800990000,912.97998
2014-12-05,918.08002,921.79999,917.42999,919.65997,3419620000,919.65997
2014-12-04,918.45001,920.09003,913.22998,917.75,3408340000,917.75
2014-12-03,917.21002,919.56,916.14001,918.62,3612680000,918.62
2014-12-02,911.63,917.62,910.87,916.58002,3686650000,916.58002
2014-12-01,915.51001,915.51001,908.42999,910.73999,4159010000,910.73999
2014-11-28,919.14001,919.52002,915.13,916.23999,2504640000,916.23999
2014-11-26,915.33002,918.62,915.29999,918.38,2745260000,918.38
2014-11-25,917.07001,918.70001,914.78003,915.23999,3392940000,915.23999
2014-11-24,915.40997,917.71002,915.32001,916.72998,3128060000,916.72998
2014-11-21,912.20001,918.46002,911.64001,914.78003,3916420000,914.78003
2014-11-20,907.69,910.53998,905.15002,910.46002,3128290000,910.46002
2014-11-19,909.78998,910.09998,904.88,908.79999,3390850000,908.79999
2014-11-18,906.64001,912.01001,906.28003,910.03998,3416190000,910.03998
2014-11-17,906.17999,907.38,903.51001,906.58002,3152890000,906.58002
2014-11-14,906.76001,907.72998,904.57001,906.83002,3227130000,906.83002
2014-11-13,905.03003,909.53998,902.37,906.40002,3455270000,906.40002
2014-11-12,904.35999,905.65002,901.95001,904.75,3246650000,904.75
2014-11-11,904.40002,905.69,902.87,905.16998,2958320000,905.16998
2014-11-10,901.65002,904.59003,900.15002,904.34998,3284940000,904.34998
2014-11-07,901.62,902.47998,898.51001,901.57001,3704280000,901.57001
2014-11-06,897.58002,901.08002,894.21997,900.95001,3669770000,900.95001
2014-11-05,895.00,898.71002,893.76001,897.98999,3766590000,897.98999
2014-11-04,894.64001,895.01001,888.46997,893.69,3956260000,893.69
2014-11-03,895.71002,897.67999,893.28998,895.16998,3555440000,895.16998
2014-10-31,887.96997,895.84003,887.96997,895.78998,4292290000,895.78998
2014-10-30,879.94,888.09003,877.57001,886.06,3586150000,886.06
2014-10-29,880.90002,884.83002,875.40002,881.16998,3740350000,881.16998
2014-10-28,873.34003,882.13,873.34003,882.13,3653260000,882.13
2014-10-27,872.59003,873.56,868.09998,872.23999,3538860000,872.23999
2014-10-24,867.01001,873.65002,865.81,873.33002,3078380000,873.33002
2014-10-23,858.83002,872.46002,858.83002,867.59998,3789250000,867.59998
2014-10-22,862.40997,866.16998,857.14001,857.28003,3761930000,857.28003
2014-10-21,850.40997,863.25,850.40997,862.76001,3987090000,862.76001
2014-10-20,840.44,848.17999,838.20001,847.66998,3331210000,847.66998
2014-10-17,830.21997,845.79999,830.21997,840.94,4482120000,840.94
2014-10-16,829.73999,835.87,819.04999,829.71997,5073150000,829.71997
2014-10-15,839.06,839.06,814.14001,831.64001,6090800000,831.64001
2014-10-14,841.42999,849.57001,837.40997,840.03998,4812010000,840.03998
2014-10-13,853.15997,856.56,840.27002,840.53003,4352580000,840.53003
2014-10-10,861.22998,867.00,853.29999,853.35999,4550540000,853.35999
2014-10-09,879.50,879.50,861.96002,862.58002,4324020000,862.58002
2014-10-08,864.82001,880.62,860.34003,879.89001,4441890000,879.89001
2014-10-07,877.09003,877.09003,864.59003,864.71997,3687870000,864.71997
2014-10-06,879.56,883.40002,875.09998,878.09003,3358690000,878.09003
2014-10-03,869.66998,880.15002,869.66998,878.77002,3561320000,878.77002
2014-10-02,869.21997,871.75,860.78003,869.07001,4012510000,869.07001
2014-10-01,880.87,880.87,867.48999,869.35999,4188590000,869.35999
2014-09-30,882.59998,886.46997,879.67999,881.25,3951100000,881.25
2014-09-29,883.84998,884.14001,876.57001,882.37,3094440000,882.37
2014-09-26,877.44,886.64001,877.44,885.25,2929440000,885.25
2014-09-25,892.41998,892.41998,877.46002,877.46002,3273050000,877.46002
2014-09-24,886.51001,893.32001,884.06,892.72998,3313850000,892.72998
2014-09-23,890.40002,891.46997,886.29999,886.29999,3279350000,886.29999
2014-09-22,896.63,896.63,889.45001,891.09003,3349670000,891.09003
2014-09-19,896.90997,900.42999,895.54999,897.09003,4880220000,897.09003
2014-09-18,892.15997,896.88,892.15997,896.47998,3235340000,896.47998
2014-09-17,890.09998,895.51001,887.75,891.66998,3209420000,891.66998
2014-09-16,882.20001,891.40002,880.75,889.95001,3160310000,889.95001
2014-09-15,883.45001,884.52002,880.20001,883.40997,2776530000,883.40997
